driveline,hybrid,city.mpg,fuel.type,highway.mpg,class,make,year,horsepower,torque
All-wheel drive,TRUE,15,Gasoline,22,Automatic transmission,Land Rover,2011,230,234
All-wheel drive,TRUE,15,Gasoline,22,Automatic transmission,Land Rover,2011,230,234
All-wheel drive,TRUE,15,Gasoline,22,Automatic transmission,Land Rover,2011,230,234
All-wheel drive,TRUE,15,Gasoline,22,Automatic transmission,Land Rover,2010,230,234
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Land Rover,2011,375,375
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Land Rover,2011,375,375
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Land Rover,2011,375,375
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Land Rover,2010,375,375
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Jeep,2010,210,235
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Jeep,2010,210,235
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Jeep,2010,210,235
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Jeep,2010,210,235
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Jeep,2010,210,235
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Land Rover,2011,510,461
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Land Rover,2011,375,375
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Land Rover,2011,375,375
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Land Rover,2010,510,461
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Land Rover,2010,375,375
Four-wheel drive,TRUE,18,Gasoline,28,Automatic transmission,Land Rover,2012,240,251
Four-wheel drive,TRUE,18,Gasoline,28,Automatic transmission,Land Rover,2012,240,251
Four-wheel drive,TRUE,18,Gasoline,28,Automatic transmission,Land Rover,2012,240,251
Four-wheel drive,TRUE,18,Gasoline,28,Automatic transmission,Land Rover,2012,240,251
Four-wheel drive,TRUE,18,Gasoline,28,Automatic transmission,Land Rover,2012,240,251
Front-wheel drive,TRUE,18,Gasoline,29,Automatic transmission,Chrysler,2011,173,166
Front-wheel drive,TRUE,14,E85,21,Automatic transmission,Chrysler,2011,283,260
Front-wheel drive,TRUE,19,Gasoline,29,Automatic transmission,Chrysler,2011,283,260
Rear-wheel drive,TRUE,9,Gasoline,16,Automatic transmission,Ferrari,2010,540,434
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Land Rover,2011,375,375
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Land Rover,2011,510,461
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Land Rover,2011,375,375
Front-wheel drive,TRUE,20,Gasoline,29,Automatic transmission,Chrysler,2010,173,166
Front-wheel drive,TRUE,13,E85,19,Automatic transmission,Chrysler,2010,186,191
Front-wheel drive,TRUE,16,Gasoline,27,Automatic transmission,Chrysler,2010,235,232
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Land Rover,2010,375,375
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Land Rover,2010,510,461
Front-wheel drive,TRUE,21,Gasoline,30,Automatic transmission,Chrysler,2010,173,166
Front-wheel drive,TRUE,21,Gasoline,30,Automatic transmission,Chrysler,2010,173,166
Four-wheel drive,TRUE,12,Gasoline,17,Automatic transmission,Land Rover,2011,510,461
Front-wheel drive,TRUE,21,Gasoline,31,Manual transmission,Saab,2011,210,221
Front-wheel drive,TRUE,21,Gasoline,31,Manual transmission,Saab,2011,210,221
All-wheel drive,TRUE,17,Gasoline,27,Automatic transmission,Saab,2011,210,221
Front-wheel drive,TRUE,19,Gasoline,28,Automatic transmission,Saab,2011,210,221
Front-wheel drive,TRUE,19,Gasoline,27,Automatic transmission,Saab,2011,210,221
All-wheel drive,TRUE,20,Gasoline,29,Manual transmission,Saab,2011,210,221
Front-wheel drive,TRUE,23,Gasoline,31,Manual transmission,Scion,2012,180,173
Front-wheel drive,TRUE,23,Gasoline,31,Automatic transmission,Scion,2012,180,173
Front-wheel drive,TRUE,23,Gasoline,31,Manual transmission,Scion,2012,180,173
Front-wheel drive,TRUE,23,Gasoline,31,Automatic transmission,Scion,2012,180,173
Front-wheel drive,TRUE,23,Gasoline,31,Manual transmission,Scion,2011,180,173
Front-wheel drive,TRUE,23,Gasoline,31,Automatic transmission,Scion,2011,180,173
Front-wheel drive,TRUE,20,Gasoline,27,Manual transmission,Scion,2010,161,162
Front-wheel drive,TRUE,21,Gasoline,29,Automatic transmission,Scion,2010,161,162
Rear-wheel drive,TRUE,11,Gasoline,17,Manual transmission,Aston Martin,2011,470,443
Rear-wheel drive,TRUE,13,Gasoline,20,Automatic transmission,Aston Martin,2011,470,443
Front-wheel drive,TRUE,20,Gasoline,27,Manual transmission,Scion,2010,161,162
Front-wheel drive,TRUE,21,Gasoline,29,Automatic transmission,Scion,2010,161,162
Rear-wheel drive,TRUE,11,Gasoline,17,Manual transmission,Aston Martin,2010,470,443
Rear-wheel drive,TRUE,13,Gasoline,20,Automatic transmission,Aston Martin,2010,470,443
All-wheel drive,TRUE,20,Gasoline,29,Manual transmission,Saab,2010,210,221
Front-wheel drive,TRUE,19,Gasoline,27,Automatic transmission,Saab,2010,210,221
Front-wheel drive,TRUE,21,Gasoline,31,Manual transmission,Saab,2010,210,221
All-wheel drive,TRUE,17,Gasoline,27,Automatic transmission,Saab,2010,210,221
Front-wheel drive,TRUE,19,Gasoline,27,Automatic transmission,Saab,2010,210,221
Front-wheel drive,TRUE,29,Gasoline,37,Manual transmission,MINI,2012,121,114
Front-wheel drive,TRUE,28,Gasoline,36,Automatic transmission,MINI,2012,121,114
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,MINI,2012,181,177
Front-wheel drive,TRUE,26,Gasoline,34,Automatic transmission,MINI,2012,181,177
Front-wheel drive,TRUE,25,Gasoline,33,Manual transmission,MINI,2012,208,192
Front-wheel drive,TRUE,29,Gasoline,37,Manual transmission,MINI,2011,121,114
Front-wheel drive,TRUE,28,Gasoline,36,Automatic transmission,MINI,2011,121,114
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,MINI,2011,181,177
Front-wheel drive,TRUE,26,Gasoline,34,Automatic transmission,MINI,2011,181,177
Front-wheel drive,TRUE,25,Gasoline,33,Manual transmission,MINI,2011,208,192
Front-wheel drive,TRUE,28,Gasoline,37,Manual transmission,MINI,2010,118,114
Front-wheel drive,TRUE,25,Gasoline,33,Automatic transmission,MINI,2010,118,114
Front-wheel drive,TRUE,26,Gasoline,34,Manual transmission,MINI,2010,172,177
Front-wheel drive,TRUE,24,Gasoline,32,Automatic transmission,MINI,2010,172,177
Front-wheel drive,TRUE,25,Gasoline,33,Manual transmission,MINI,2010,208,192
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,MINI,2012,121,114
Front-wheel drive,TRUE,27,Gasoline,35,Automatic transmission,MINI,2012,121,114
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,MINI,2012,181,177
Front-wheel drive,TRUE,26,Gasoline,34,Automatic transmission,MINI,2012,181,177
Front-wheel drive,TRUE,25,Gasoline,33,Manual transmission,MINI,2012,208,192
Front-wheel drive,TRUE,28,Gasoline,35,Manual transmission,MINI,2011,121,114
Front-wheel drive,TRUE,27,Gasoline,36,Automatic transmission,MINI,2011,121,114
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,MINI,2011,181,177
Front-wheel drive,TRUE,26,Gasoline,34,Automatic transmission,MINI,2011,181,177
Front-wheel drive,TRUE,25,Gasoline,33,Manual transmission,MINI,2011,208,192
Front-wheel drive,TRUE,28,Gasoline,36,Manual transmission,MINI,2010,118,114
Front-wheel drive,TRUE,25,Gasoline,33,Automatic transmission,MINI,2010,118,114
Front-wheel drive,TRUE,26,Gasoline,34,Manual transmission,MINI,2010,172,177
Front-wheel drive,TRUE,24,Gasoline,32,Automatic transmission,MINI,2010,172,177
Front-wheel drive,TRUE,25,Gasoline,33,Manual transmission,MINI,2010,208,192
Rear-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Jaguar,2011,385,380
Rear-wheel drive,TRUE,15,Gasoline,22,Automatic transmission,Jaguar,2011,385,380
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Jaguar,2011,470,424
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Jaguar,2011,470,424
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Jaguar,2011,510,461
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Jaguar,2011,510,461
Front-wheel drive,TRUE,22,Gasoline,33,Automatic transmission,Chevrolet,2012,169,160
Front-wheel drive,TRUE,22,Gasoline,33,Automatic transmission,Chevrolet,2012,169,160
Front-wheel drive,TRUE,22,Gasoline,33,Automatic transmission,Chevrolet,2012,169,160
Front-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,Chevrolet,2012,252,251
Front-wheel drive,TRUE,22,Gasoline,33,Automatic transmission,Chevrolet,2012,169,160
Front-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,Chevrolet,2012,252,251
Front-wheel drive,TRUE,16,Gasoline,27,Automatic transmission,Chrysler,2010,235,232
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,MINI,2012,121,114
Front-wheel drive,TRUE,27,Gasoline,35,Automatic transmission,MINI,2012,121,114
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,MINI,2012,181,177
Front-wheel drive,TRUE,26,Gasoline,34,Automatic transmission,MINI,2012,181,177
Front-wheel drive,TRUE,25,Gasoline,33,Manual transmission,MINI,2012,208,192
Rear-wheel drive,TRUE,11,Gasoline,17,Manual transmission,Aston Martin,2011,510,420
Rear-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Aston Martin,2011,510,420
Front-wheel drive,TRUE,28,Gasoline,35,Manual transmission,MINI,2011,121,114
Front-wheel drive,TRUE,27,Gasoline,36,Automatic transmission,MINI,2011,121,114
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,MINI,2011,181,177
Front-wheel drive,TRUE,26,Gasoline,34,Automatic transmission,MINI,2011,181,177
Front-wheel drive,TRUE,25,Gasoline,33,Manual transmission,MINI,2011,208,192
Front-wheel drive,TRUE,28,Gasoline,36,Manual transmission,MINI,2010,118,114
Front-wheel drive,TRUE,25,Gasoline,33,Automatic transmission,MINI,2010,118,114
Front-wheel drive,TRUE,26,Gasoline,34,Manual transmission,MINI,2010,172,177
Front-wheel drive,TRUE,24,Gasoline,32,Automatic transmission,MINI,2010,172,177
Front-wheel drive,TRUE,25,Gasoline,33,Manual transmission,MINI,2010,208,192
Rear-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Aston Martin,2011,470,443
Rear-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Aston Martin,2011,470,443
Front-wheel drive,TRUE,21,Gasoline,30,Automatic transmission,Chrysler,2011,173,166
Front-wheel drive,TRUE,20,Gasoline,31,Automatic transmission,Chrysler,2011,173,166
Front-wheel drive,TRUE,20,Gasoline,31,Automatic transmission,Chrysler,2011,173,166
Front-wheel drive,TRUE,14,E85,21,Automatic transmission,Chrysler,2011,283,260
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Jaguar,2011,385,380
Rear-wheel drive,TRUE,15,Gasoline,22,Automatic transmission,Jaguar,2011,510,461
Rear-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,Jaguar,2011,385,380
Rear-wheel drive,TRUE,15,Gasoline,22,Automatic transmission,Jaguar,2011,510,461
Rear-wheel drive,TRUE,15,Gasoline,22,Automatic transmission,Jaguar,2011,510,461
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Chrysler,2011,292,260
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Chrysler,2011,292,260
Rear-wheel drive,TRUE,16,Gasoline,25,Automatic transmission,Chrysler,2011,363,394
All-wheel drive,TRUE,15,Gasoline,23,Automatic transmission,Chrysler,2011,363,394
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Jaguar,2010,385,380
Rear-wheel drive,TRUE,15,Gasoline,22,Automatic transmission,Jaguar,2010,510,461
All-wheel drive,TRUE,20,Gasoline,26,Automatic transmission,Subaru,2011,170,170
All-wheel drive,TRUE,20,Gasoline,27,Manual transmission,Subaru,2011,170,170
All-wheel drive,TRUE,19,Gasoline,24,Automatic transmission,Subaru,2010,224,226
Rear-wheel drive,TRUE,15,Gasoline,22,Automatic transmission,Jaguar,2010,510,461
Rear-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,Jaguar,2010,385,380
Rear-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Jaguar,2011,385,380
Rear-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Jaguar,2011,385,380
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Jaguar,2011,510,461
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Jaguar,2011,470,424
Front-wheel drive,TRUE,23,Gasoline,29,Manual transmission,Jeep,2011,158,141
Front-wheel drive,TRUE,23,Gasoline,28,Manual transmission,Jeep,2011,172,165
Four-wheel drive,TRUE,22,Gasoline,28,Manual transmission,Jeep,2011,172,165
Front-wheel drive,TRUE,23,Gasoline,29,Manual transmission,Jeep,2011,158,141
Front-wheel drive,TRUE,23,Gasoline,28,Manual transmission,Jeep,2011,172,165
Four-wheel drive,TRUE,22,Gasoline,28,Manual transmission,Jeep,2011,172,165
Front-wheel drive,TRUE,23,Gasoline,28,Manual transmission,Jeep,2011,172,165
Four-wheel drive,TRUE,22,Gasoline,28,Manual transmission,Jeep,2011,172,165
Front-wheel drive,TRUE,23,Gasoline,28,Manual transmission,Jeep,2011,172,165
Four-wheel drive,TRUE,22,Gasoline,28,Manual transmission,Jeep,2011,172,165
Rear-wheel drive,TRUE,18,Gasoline,26,Automatic transmission,Chrysler,2010,178,190
All-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,Chrysler Group LLC,2010,250,250
Rear-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,Chrysler Group LLC,2010,250,250
Rear-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,Chrysler Group LLC,2010,250,250
All-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,Chrysler Group LLC,2010,250,250
Rear-wheel drive,TRUE,16,Gasoline,25,Automatic transmission,Chrysler,2010,360,389
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Chrysler,2010,360,389
Rear-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,Chrysler Group LLC,2010,250,250
Rear-wheel drive,TRUE,16,Gasoline,25,Automatic transmission,Chrysler,2010,360,389
Rear-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Chrysler Group LLC,2010,425,420
Front-wheel drive,TRUE,17,E85,25,Automatic transmission,Chrysler,2011,283,260
Front-wheel drive,TRUE,17,E85,25,Automatic transmission,Chrysler,2011,283,260
Front-wheel drive,TRUE,17,E85,25,Automatic transmission,Chrysler,2011,283,260
Front-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Chrysler,2010,197,230
Front-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,Chrysler,2010,251,259
Front-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Chrysler,2010,197,230
Front-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Chrysler,2010,197,230
Rear-wheel drive,TRUE,16,Gasoline,25,Automatic transmission,Jaguar,2010,300,310
Rear-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Jaguar,2010,385,380
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Jaguar,2010,470,424
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Jaguar,2010,510,461
Front-wheel drive,TRUE,23,Gasoline,29,Manual transmission,Jeep,2010,158,141
Front-wheel drive,TRUE,23,Gasoline,28,Manual transmission,Jeep,2010,172,165
Four-wheel drive,TRUE,23,Gasoline,28,Manual transmission,Jeep,2010,172,165
Front-wheel drive,TRUE,23,Gasoline,29,Manual transmission,Jeep,2010,158,141
Front-wheel drive,TRUE,23,Gasoline,28,Manual transmission,Jeep,2010,172,165
Four-wheel drive,TRUE,23,Gasoline,28,Manual transmission,Jeep,2010,172,165
Front-wheel drive,TRUE,23,Gasoline,28,Manual transmission,Jeep,2010,172,165
Four-wheel drive,TRUE,23,Gasoline,28,Manual transmission,Jeep,2010,172,165
Rear-wheel drive,TRUE,21,Gasoline,27,Manual transmission,Lotus,2011,189,133
Rear-wheel drive,TRUE,20,Gasoline,26,Manual transmission,Lotus,2011,217,155
Rear-wheel drive,TRUE,20,Gasoline,26,Manual transmission,Lotus,2010,218,156
Rear-wheel drive,TRUE,21,Gasoline,27,Manual transmission,Lotus,2009,189,133
Rear-wheel drive,TRUE,20,Gasoline,26,Manual transmission,Lotus,2009,218,156
Front-wheel drive,TRUE,22,Gasoline,33,Automatic transmission,Chevrolet,2011,169,160
Front-wheel drive,TRUE,22,Gasoline,33,Automatic transmission,Chevrolet,2011,169,160
Front-wheel drive,TRUE,22,Gasoline,33,Automatic transmission,Chevrolet,2011,169,160
Front-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,Chevrolet,2011,252,251
Front-wheel drive,TRUE,22,Gasoline,33,Automatic transmission,Chevrolet,2011,169,160
Front-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,Chevrolet,2011,252,251
Rear-wheel drive,TRUE,17,Gasoline,27,Manual transmission,Lotus,2011,276,258
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,MINI,2012,121,114
Front-wheel drive,TRUE,25,Gasoline,30,Automatic transmission,MINI,2012,121,114
Front-wheel drive,TRUE,26,Gasoline,32,Manual transmission,MINI,2012,181,177
Front-wheel drive,TRUE,25,Gasoline,32,Automatic transmission,MINI,2012,181,177
All-wheel drive,TRUE,25,Gasoline,31,Manual transmission,MINI,2012,181,177
All-wheel drive,TRUE,23,Gasoline,30,Automatic transmission,MINI,2012,181,177
Front-wheel drive,TRUE,28,Gasoline,35,Manual transmission,MINI,2011,121,114
Front-wheel drive,TRUE,25,Gasoline,30,Automatic transmission,MINI,2011,121,114
Front-wheel drive,TRUE,26,Gasoline,32,Manual transmission,MINI,2011,181,177
Front-wheel drive,TRUE,25,Gasoline,32,Automatic transmission,MINI,2011,181,177
All-wheel drive,TRUE,25,Gasoline,31,Manual transmission,MINI,2011,181,177
All-wheel drive,TRUE,23,Gasoline,30,Automatic transmission,MINI,2011,181,177
Front-wheel drive,TRUE,22,Gasoline,30,Automatic transmission,Chevrolet,2010,169,160
Front-wheel drive,TRUE,22,Gasoline,30,Automatic transmission,Chevrolet,2010,170,158
Front-wheel drive,TRUE,22,Gasoline,33,Automatic transmission,Chevrolet,2010,169,160
Front-wheel drive,TRUE,22,Gasoline,33,Automatic transmission,Chevrolet,2010,169,160
Front-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,Chevrolet,2010,252,251
Front-wheel drive,TRUE,22,Gasoline,33,Automatic transmission,Chevrolet,2010,169,160
Front-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,Chevrolet,2010,252,251
Rear-wheel drive,TRUE,20,Gasoline,26,Manual transmission,Lotus,2011,240,170
Rear-wheel drive,TRUE,20,Gasoline,26,Manual transmission,Lotus,2011,257,174
Rear-wheel drive,TRUE,20,Gasoline,26,Manual transmission,Lotus,2010,240,170
Rear-wheel drive,TRUE,20,Gasoline,26,Manual transmission,Lotus,2009,240,170
Rear-wheel drive,TRUE,21,Gasoline,27,Manual transmission,Lotus,2009,257,174
Front-wheel drive,TRUE,26,Gasoline,35,Manual transmission,Chevrolet,2012,138,125
Front-wheel drive,TRUE,25,Gasoline,35,Automatic transmission,Chevrolet,2012,138,125
Front-wheel drive,TRUE,26,Gasoline,35,Manual transmission,Chevrolet,2012,138,125
Front-wheel drive,TRUE,25,Gasoline,35,Automatic transmission,Chevrolet,2012,138,125
Front-wheel drive,TRUE,26,Gasoline,35,Manual transmission,Chevrolet,2012,138,125
Front-wheel drive,TRUE,25,Gasoline,35,Automatic transmission,Chevrolet,2012,138,125
Front-wheel drive,TRUE,26,Gasoline,34,Automatic transmission,Chevrolet,2010,164,159
Rear-wheel drive,TRUE,13,Gasoline,20,Automatic transmission,Maserati,2011,405,339
Rear-wheel drive,TRUE,13,Gasoline,20,Automatic transmission,Maserati,2011,433,361
Rear-wheel drive,TRUE,12,Gasoline,19,Automatic transmission,Maserati,2010,405,339
Rear-wheel drive,TRUE,12,Gasoline,19,Automatic transmission,Maserati,2010,433,361
Rear-wheel drive,TRUE,12,Gasoline,20,Automatic transmission,Maserati,2011,433,361
Rear-wheel drive,TRUE,12,Gasoline,19,Automatic transmission,Maserati,2010,433,361
Rear-wheel drive,TRUE,12,Gasoline,20,Automatic transmission,Maserati,2011,400,339
Rear-wheel drive,TRUE,12,Gasoline,19,Automatic transmission,Maserati,2011,430,361
Rear-wheel drive,TRUE,12,Gasoline,19,Automatic transmission,Maserati,2011,440,361
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2011,202,237
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2010,205,240
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2010,205,240
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2010,205,240
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2010,205,240
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2010,205,240
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2010,205,240
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Jeep,2010,205,240
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2010,205,240
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2010,205,240
Rear-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Jeep,2010,205,240
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2010,205,240
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2010,205,240
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Jeep,2010,205,240
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2010,205,240
Four-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Jeep,2010,205,240
Rear-wheel drive,TRUE,18,Gasoline,25,Automatic transmission,GMC,2010,185,190
Four-wheel drive,TRUE,18,Gasoline,24,Manual transmission,GMC,2010,185,190
Four-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,GMC,2010,185,190
Rear-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,GMC,2010,242,242
Four-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,GMC,2010,242,242
Rear-wheel drive,TRUE,12,Gasoline,20,Automatic transmission,Maserati,2010,400,339
Rear-wheel drive,TRUE,12,Gasoline,19,Automatic transmission,Maserati,2010,425,361
Rear-wheel drive,TRUE,12,Gasoline,19,Automatic transmission,Maserati,2010,433,361
Four-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Honda,2011,250,247
Four-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Honda,2011,250,247
Four-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Honda,2011,250,247
Four-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Honda,2010,250,247
Four-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Honda,2010,250,247
Four-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Honda,2010,250,247
Front-wheel drive,TRUE,29,Gasoline,37,Manual transmission,MINI,2012,121,114
Front-wheel drive,TRUE,28,Gasoline,36,Automatic transmission,MINI,2012,121,114
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,MINI,2012,181,177
Front-wheel drive,TRUE,26,Gasoline,34,Automatic transmission,MINI,2012,181,177
Front-wheel drive,TRUE,25,Gasoline,33,Manual transmission,MINI,2012,208,192
Rear-wheel drive,TRUE,12,E85,17,Automatic transmission,Mercury,2011,224,275
Rear-wheel drive,TRUE,12,E85,17,Automatic transmission,Mercury,2011,224,275
Front-wheel drive,TRUE,21,Gasoline,28,Automatic transmission,Mercury,2011,171,171
All-wheel drive,TRUE,20,Gasoline,26,Automatic transmission,Mercury,2011,171,171
Front-wheel drive,TRUE,14,E85,19,Automatic transmission,Mercury,2011,240,223
All-wheel drive,TRUE,18,Gasoline,23,Automatic transmission,Mercury,2011,240,223
Front-wheel drive,TRUE,21,Gasoline,28,Automatic transmission,Mercury,2011,171,171
All-wheel drive,TRUE,20,Gasoline,26,Automatic transmission,Mercury,2011,171,171
Front-wheel drive,TRUE,14,E85,19,Automatic transmission,Mercury,2011,240,223
All-wheel drive,TRUE,13,E85,17,Automatic transmission,Mercury,2011,240,223
Front-wheel drive,TRUE,17,Gasoline,24,Automatic transmission,Chrysler,2010,175,205
Front-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,Chrysler,2010,251,259
Rear-wheel drive,TRUE,11,Gasoline,17,Manual transmission,BMW,2010,500,383
Rear-wheel drive,TRUE,11,Gasoline,17,Manual transmission,BMW,2010,500,383
All-wheel drive,TRUE,17,Gasoline,24,Automatic transmission,BMW,2010,260,225
All-wheel drive,TRUE,17,Gasoline,24,Manual transmission,BMW,2010,260,225
Front-wheel drive,TRUE,25,Gasoline,35,Automatic transmission,Toyota,2012,178,170
Front-wheel drive,TRUE,25,Gasoline,35,Automatic transmission,Toyota,2012,178,170
