driveline,hybrid,city.mpg,fuel.type,highway.mpg,class,make,year,horsepower,torque
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,11,E85,15,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Ford,2011,411,434
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2011,411,434
Rear-wheel drive,TRUE,11,E85,15,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,11,E85,15,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,11,E85,15,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Ford,2011,411,434
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2011,411,434
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,12,E85,17,Automatic transmission,Ford,2011,302,278
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,16,Gasoline,21,Automatic transmission,Ford,2011,302,278
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,12,E85,17,Automatic transmission,Ford,2011,302,278
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,16,Gasoline,21,Automatic transmission,Ford,2011,302,278
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2011,411,434
Four-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2011,411,434
Rear-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,Ford,2011,302,278
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,16,Gasoline,21,Automatic transmission,Ford,2011,302,278
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,16,Gasoline,21,Automatic transmission,Ford,2011,302,278
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,12,E85,17,Automatic transmission,Ford,2011,302,278
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,16,Gasoline,21,Automatic transmission,Ford,2011,302,278
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,12,E85,17,Automatic transmission,Ford,2011,302,278
Rear-wheel drive,TRUE,11,E85,15,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,16,Gasoline,21,Automatic transmission,Ford,2011,302,278
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,12,E85,17,Automatic transmission,Ford,2011,302,278
Rear-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,Ford,2011,302,278
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,Ford,2011,302,278
Rear-wheel drive,TRUE,11,E85,15,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,16,Gasoline,21,Automatic transmission,Ford,2011,302,278
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,12,E85,17,Automatic transmission,Ford,2011,302,278
Rear-wheel drive,TRUE,11,E85,15,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,12,E85,17,Automatic transmission,Ford,2011,302,278
Rear-wheel drive,TRUE,11,E85,15,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,16,Gasoline,21,Automatic transmission,Ford,2011,302,278
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,12,E85,17,Automatic transmission,Ford,2011,302,278
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,Ford,2011,302,278
Rear-wheel drive,TRUE,11,E85,15,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,360,380
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Ford,2011,365,420
Four-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Ford,2011,360,380
Four-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2011,365,420
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Ford,2011,411,434
Four-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2011,411,434
Rear-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Ford,2011,411,434
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,310,365
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Ford,2010,310,365
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2010,310,365
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2010,310,365
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,310,365
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Ford,2010,248,294
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,248,294
Four-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,292,320
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Ford,2010,248,294
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,248,294
Four-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Ford,2010,248,294
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,248,294
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Ford,2010,248,294
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2010,292,320
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2010,310,365
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,248,294
Four-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Ford,2010,248,294
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2010,292,320
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,310,365
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,248,294
Four-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Ford,2010,248,294
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,248,294
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Ford,2010,248,294
Four-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Ford,2010,248,294
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,292,320
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Ford,2010,248,294
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,292,320
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Ford,2010,248,294
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,248,294
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,310,365
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Ford,2010,248,294
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2010,292,320
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,310,365
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,248,294
Four-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,292,320
Rear-wheel drive,TRUE,15,Gasoline,19,Automatic transmission,Ford,2010,248,294
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2010,292,320
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,310,365
Four-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2010,292,320
Rear-wheel drive,TRUE,10,Gasoline,14,Automatic transmission,Ford,2010,310,365
Four-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,10,E85,13,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,15,Gasoline,21,Automatic transmission,Ford,2010,292,320
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2010,310,365
Four-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2010,292,320
Four-wheel drive,TRUE,14,Gasoline,18,Automatic transmission,Ford,2010,310,365
Rear-wheel drive,TRUE,20,Gasoline,23,Automatic transmission,GMC,2011,332,367
Rear-wheel drive,TRUE,20,Gasoline,23,Automatic transmission,GMC,2011,332,367
Four-wheel drive,TRUE,20,Gasoline,23,Automatic transmission,GMC,2011,332,367
Four-wheel drive,TRUE,20,Gasoline,23,Automatic transmission,GMC,2011,332,367
Rear-wheel drive,TRUE,21,Gasoline,22,Automatic transmission,GMC,2010,332,367
Rear-wheel drive,TRUE,21,Gasoline,22,Automatic transmission,GMC,2010,332,367
Four-wheel drive,TRUE,21,Gasoline,22,Automatic transmission,GMC,2010,332,367
Four-wheel drive,TRUE,21,Gasoline,22,Automatic transmission,GMC,2010,332,367
Four-wheel drive,TRUE,12,Gasoline,16,Automatic transmission,Ford,2011,411,434
Rear-wheel drive,TRUE,11,Gasoline,17,Manual transmission,Aston Martin,2011,470,443
Rear-wheel drive,TRUE,22,Gasoline,32,Automatic transmission,BMW,2011,240,230
All-wheel drive,TRUE,19,Gasoline,29,Automatic transmission,BMW,2011,300,300
All-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,BMW,2011,400,450
Rear-wheel drive,TRUE,18,Gasoline,26,Manual transmission,Mercedes,2010,228,221
Rear-wheel drive,TRUE,18,Gasoline,26,Automatic transmission,Mercedes,2010,228,221
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,215,235
Rear-wheel drive,TRUE,9,E85,13,Automatic transmission,Dodge,2011,310,330
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Dodge,2011,310,330
Four-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Rear-wheel drive,TRUE,9,E85,13,Automatic transmission,Dodge,2011,310,330
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Dodge,2011,310,330
Four-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Dodge,2011,310,330
Rear-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Dodge,2011,390,407
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Dodge,2011,310,330
Rear-wheel drive,TRUE,18,Gasoline,28,Manual transmission,BMW Motorrad,2012,230,200
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,BMW Motorrad,2012,230,200
Rear-wheel drive,TRUE,19,Gasoline,28,Manual transmission,BMW,2012,300,300
Rear-wheel drive,TRUE,18,Gasoline,28,Manual transmission,BMW Motorrad,2012,230,200
Rear-wheel drive,TRUE,18,Gasoline,28,Automatic transmission,BMW Motorrad,2012,230,200
Rear-wheel drive,TRUE,20,Gasoline,28,Manual transmission,BMW,2012,300,300
Rear-wheel drive,TRUE,18,Gasoline,25,Automatic transmission,BMW,2012,300,300
Rear-wheel drive,TRUE,17,Gasoline,26,Manual transmission,BMW Motorrad,2012,230,200
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,BMW Motorrad,2012,230,200
All-wheel drive,TRUE,17,Gasoline,25,Manual transmission,BMW Motorrad,2012,230,200
All-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,BMW Motorrad,2012,230,200
Front-wheel drive,TRUE,26,Gasoline,36,Manual transmission,Ford,2012,160,146
Front-wheel drive,TRUE,28,Gasoline,38,Automatic transmission,Ford,2012,160,146
Front-wheel drive,TRUE,27,Gasoline,37,Automatic transmission,Ford,2012,160,146
Front-wheel drive,TRUE,27,Gasoline,37,Automatic transmission,Ford,2012,160,146
Rear-wheel drive,TRUE,18,Gasoline,25,Manual transmission,Nissan,2012,332,270
Rear-wheel drive,TRUE,18,Gasoline,25,Automatic transmission,Nissan,2012,332,270
Rear-wheel drive,TRUE,18,Gasoline,25,Automatic transmission,Nissan,2012,332,270
Rear-wheel drive,TRUE,18,Gasoline,26,Manual transmission,Nissan,2012,332,270
Rear-wheel drive,TRUE,18,Gasoline,26,Manual transmission,Nissan,2012,332,270
Rear-wheel drive,TRUE,18,Gasoline,26,Manual transmission,Nissan,2012,332,270
Rear-wheel drive,TRUE,19,Gasoline,26,Automatic transmission,Nissan,2012,332,270
Rear-wheel drive,TRUE,19,Gasoline,26,Automatic transmission,Nissan,2012,332,270
Front-wheel drive,TRUE,25,Gasoline,31,Manual transmission,Nissan,2012,188,177
Front-wheel drive,TRUE,25,Gasoline,31,Manual transmission,Nissan,2012,188,177
Front-wheel drive,TRUE,28,Gasoline,40,Manual transmission,Hyundai,2012,138,123
Rear-wheel drive,TRUE,15,Gasoline,23,Automatic transmission,Hyundai,2012,429,376
Rear-wheel drive,TRUE,15,Gasoline,23,Automatic transmission,Hyundai,2012,429,376
All-wheel drive,TRUE,20,Gasoline,26,Automatic transmission,Hyundai,2012,276,248
All-wheel drive,TRUE,20,Gasoline,26,Automatic transmission,Hyundai,2012,276,248
Front-wheel drive,TRUE,20,Gasoline,28,Automatic transmission,Hyundai,2012,175,169
All-wheel drive,TRUE,20,Gasoline,26,Automatic transmission,Hyundai,2012,276,248
Front-wheel drive,TRUE,20,Gasoline,26,Automatic transmission,Hyundai,2012,276,248
Front-wheel drive,TRUE,20,Gasoline,26,Automatic transmission,Hyundai,2012,276,248
Front-wheel drive,TRUE,20,Gasoline,28,Automatic transmission,Hyundai,2012,175,169
Front-wheel drive,TRUE,20,Gasoline,26,Automatic transmission,Hyundai,2012,276,248
All-wheel drive,TRUE,20,Gasoline,25,Automatic transmission,Hyundai,2012,175,169
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2012,310,365
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2012,310,365
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2012,310,365
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2012,310,365
Rear-wheel drive,TRUE,14,Gasoline,20,Automatic transmission,Ford,2012,310,365
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2012,310,365
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2012,310,365
Rear-wheel drive,TRUE,10,E85,14,Automatic transmission,Ford,2012,310,365
Four-wheel drive,TRUE,9,E85,13,Automatic transmission,Ford,2012,310,365
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Ford,2012,310,365
Four-wheel drive,TRUE,9,E85,13,Automatic transmission,Ford,2012,310,365
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Ford,2012,310,365
Four-wheel drive,TRUE,9,E85,13,Automatic transmission,Ford,2012,310,365
Four-wheel drive,TRUE,9,E85,13,Automatic transmission,Ford,2012,310,365
Four-wheel drive,TRUE,9,E85,13,Automatic transmission,Ford,2012,310,365
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Ford,2012,310,365
Rear-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Nissan,2012,261,281
Four-wheel drive,TRUE,15,Gasoline,20,Automatic transmission,Nissan,2012,261,281
